Pmax (MW),Pmin (MW),Type,Flag_thermal,Flag_VRE,Cost ($/MWh),EF,CC,Zone,FOR,RU,RD,RM_SPIN
12.5,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
12.5,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
18.8,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
10,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
30,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
7.2,0,NGCT,1,0,26.3,0.59,0.98,ME_VA,0.068,1,1,0.16
1.1,0,NGCT,1,0,26.3,0.59,0.98,ME_VA,0.068,1,1,0.16
0.3,0,NGCT,1,0,26.3,0.59,0.98,ME_VA,0.068,1,1,0.16
0.4,0,NGCT,1,0,26.3,0.59,0.98,ME_VA,0.068,1,1,0.16
1.2,0,NGCT,1,0,26.3,0.59,0.98,ME_VA,0.068,1,1,0.16
1.2,0,NGCT,1,0,26.3,0.59,0.98,ME_VA,0.068,1,1,0.16
38.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
1.5,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
1.3,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
1.3,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
32.3,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
2.5,0,Oil,1,0,40,0.82,0.98,PL_PA,0.07,1,1,0
1.7,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
1.2,0,Oil,1,0,40,0.82,0.98,PL_PA,0.07,1,1,0
0.7,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
1,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
1.3,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
1.3,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
1,0,Oil,1,0,40,0.82,0.98,PL_PA,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,PL_PA,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,PL_PA,0.07,1,1,0
46.4,0,NGCT,1,0,26.3,0.59,0.98,DOM_VA,0.068,1,1,0.16
36.1,0,Bio,1,0,20,0.99,0.43,DOM_VA,0.07,1,1,0
7.5,0,Hydro,0,1,50,0,0.5,AP_PA,0.035,1,1,0
7.5,0,Hydro,0,1,50,0,0.5,AP_PA,0.035,1,1,0
92,0,NGCT,1,0,26.3,0.59,0.98,PEP_DE,0.068,1,1,0.16
92,0,NGCT,1,0,26.3,0.59,0.98,PEP_DE,0.068,1,1,0.16
27.5,0,NG,1,0,22.525,0.495,0.98,PEP_DE,0.035,1,1,0.16
27.5,0,NG,1,0,22.525,0.495,0.98,PEP_DE,0.035,1,1,0.16
75,0,NG,1,0,22.525,0.495,0.98,PEP_DE,0.035,1,1,0.16
10,0,NG,1,0,22.525,0.495,0.98,PEP_DE,0.035,1,1,0.16
7.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
7.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
7.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
6.3,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
6.3,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
3.7,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
3.7,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
5.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
5.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
5.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
3,0,NG,1,0,22.525,0.495,0.98,ATSI_OH,0.035,1,1,0.16
7.5,0,NG,1,0,22.525,0.495,0.98,ATSI_OH,0.035,1,1,0.16
10,0,NG,1,0,22.525,0.495,0.98,ATSI_OH,0.035,1,1,0.16
1.8,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
2,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
2,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
4.7,0,NGCC,1,0,18.75,0.4,0.98,CE_PA,0.035,1,1,0.16
1.2,0,NGCC,1,0,18.75,0.4,0.98,CE_PA,0.035,1,1,0.16
2.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_OH,0.068,1,1,0.16
0.7,0,Oil,1,0,40,0.82,0.98,CE_IL,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,CE_IL,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,CE_IL,0.07,1,1,0
0.7,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.7,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.7,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.4,0,Hydro,0,1,50,0,0.5,CE_IL,0.035,1,1,0
0.4,0,Hydro,0,1,50,0,0.5,CE_IL,0.035,1,1,0
0.4,0,Hydro,0,1,50,0,0.5,CE_IL,0.035,1,1,0
1,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
1,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
1,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
1,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
1,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
1,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
4.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
4.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
22.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
22.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.3,0,Bio,1,0,20,0.99,0.43,AE_NJ,0.07,1,1,0
0.3,0,Bio,1,0,20,0.99,0.43,AE_NJ,0.07,1,1,0
0.3,0,Bio,1,0,20,0.99,0.43,AE_NJ,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,AE_NJ,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,AE_NJ,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,AE_NJ,0.07,1,1,0
1.5,0,Oil,1,0,40,0.82,0.98,AE_NJ,0.07,1,1,0
0.2,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
32.1,0,MSW,1,0,15,1.49,0.43,PL_PA,0.07,1,1,0
99.2,0,Coal,1,0,23.57,1.01,0.95,PL_PA,0.07,0.36,0.36,0.06
54,0,Bio,1,0,20,0.99,0.43,AP_PA,0.07,1,1,0
77.9,0,NGCC,1,0,18.75,0.4,0.98,AE_NJ,0.035,1,1,0.16
77.9,0,NGCC,1,0,18.75,0.4,0.98,AE_NJ,0.035,1,1,0.16
81,0,NGCC,1,0,18.75,0.4,0.98,AE_NJ,0.035,1,1,0.16
1.5,0,Hydro,0,1,50,0,0.5,AEP_VA,0.035,1,1,0
1.5,0,Hydro,0,1,50,0,0.5,AEP_VA,0.035,1,1,0
1.5,0,Hydro,0,1,50,0,0.5,AEP_VA,0.035,1,1,0
0.8,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,PS_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,PS_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,PS_VA,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,PS_VA,0.05,1,1,0.1
53.3,0,MSW,1,0,15,1.49,0.43,PL_PA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
57.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
135,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
4.2,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
5,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
2.5,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
10,0,NGCT,1,0,26.3,0.59,0.98,BC_MD,0.068,1,1,0.16
9.5,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
1,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
97.2,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
97.2,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
53,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
53,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
4,0,Bio,1,0,20,0.99,0.43,EKPC_KY,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,EKPC_KY,0.07,1,1,0
3.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.9,0,Oil,1,0,40,0.82,0.98,PS_IL,0.07,1,1,0
0.9,0,Oil,1,0,40,0.82,0.98,PS_IL,0.07,1,1,0
0.8,0,Oil,1,0,40,0.82,0.98,PS_IL,0.07,1,1,0
4,0,NGCT,1,0,26.3,0.59,0.98,DOM_NC,0.068,1,1,0.16
0.3,0,Oil,1,0,40,0.82,0.98,DOM_NC,0.07,1,1,0
1.1,0,Oil,1,0,40,0.82,0.98,DOM_NC,0.07,1,1,0
1.2,0,Oil,1,0,40,0.82,0.98,DOM_NC,0.07,1,1,0
1,0,Oil,1,0,40,0.82,0.98,DOM_NC,0.07,1,1,0
1.2,0,Oil,1,0,40,0.82,0.98,DOM_NC,0.07,1,1,0
0.1,0,Oil,1,0,40,0.82,0.98,DOM_NC,0.07,1,1,0
0.3,0,Oil,1,0,40,0.82,0.98,DOM_NC,0.07,1,1,0
4.7,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
0.8,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
0.6,0,Hydro,0,1,50,0,0.5,CE_IL,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,CE_IL,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,CE_IL,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,CE_IL,0.035,1,1,0
0.6,0,Hydro,0,1,50,0,0.5,CE_IL,0.035,1,1,0
3.6,0,Bio,1,0,20,0.99,0.43,ATSI_OH,0.07,1,1,0
3.6,0,Bio,1,0,20,0.99,0.43,ATSI_OH,0.07,1,1,0
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
90,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
0.7,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.7,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
5,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
5,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
5,0,Landfill_NG,1,0,15,0.39,0.43,CE_IL,0.05,1,1,0.1
94.6,0,Other,1,0,20.1096,0.30925,0.7515,AEP_IN,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,PS_IL,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,PS_IL,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,PS_IL,0.07,1,1,0
3,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
3,0,Landfill_NG,1,0,15,0.39,0.43,PN_PA,0.05,1,1,0.1
122.4,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
125.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
125.8,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
41.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,DEOK_OH,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
195.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_NC,0.068,1,1,0.16
195.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_NC,0.068,1,1,0.16
195.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_NC,0.068,1,1,0.16
195.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_NC,0.068,1,1,0.16
195.5,0,NGCT,1,0,26.3,0.59,0.98,AEP_NC,0.068,1,1,0.16
180,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
180,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
180,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
180,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
134,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
134,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
134,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
134,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
0.9,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
0.9,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,DOM_VA,0.05,1,1,0.1
181.9,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
179.4,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
133.1,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
133.1,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
210,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
210,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
191.2,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
250,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
250,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
228,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
43.8,0,NGCT,1,0,26.3,0.59,0.98,DUQ_PA,0.068,1,1,0.16
43.8,0,NGCT,1,0,26.3,0.59,0.98,DUQ_PA,0.068,1,1,0.16
230,0,NGCT,1,0,26.3,0.59,0.98,AEP_KY,0.068,1,1,0.16
230,0,NGCT,1,0,26.3,0.59,0.98,AEP_KY,0.068,1,1,0.16
230,0,NGCT,1,0,26.3,0.59,0.98,AEP_KY,0.068,1,1,0.16
230,0,NGCT,1,0,26.3,0.59,0.98,AEP_KY,0.068,1,1,0.16
230,0,NGCT,1,0,26.3,0.59,0.98,AEP_KY,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
192,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
135,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
135,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
82.9,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
45.3,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
45.3,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
45.3,0,NGCC,1,0,18.75,0.4,0.98,CE_IL,0.035,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
59,0,NGCT,1,0,26.3,0.59,0.98,AEP_OH,0.068,1,1,0.16
59,0,NGCT,1,0,26.3,0.59,0.98,AEP_OH,0.068,1,1,0.16
59,0,NGCT,1,0,26.3,0.59,0.98,AEP_OH,0.068,1,1,0.16
59,0,NGCT,1,0,26.3,0.59,0.98,AEP_OH,0.068,1,1,0.16
59,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
59,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
59,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
59,0,NGCT,1,0,26.3,0.59,0.98,AEP_IN,0.068,1,1,0.16
186,0,NGCC,1,0,18.75,0.4,0.98,ATSI_PA,0.035,1,1,0.16
186,0,NGCC,1,0,18.75,0.4,0.98,ATSI_PA,0.035,1,1,0.16
242,0,NGCC,1,0,18.75,0.4,0.98,ATSI_PA,0.035,1,1,0.16
58.9,0,NGCT,1,0,26.3,0.59,0.98,AP_PA,0.068,1,1,0.16
58.9,0,NGCT,1,0,26.3,0.59,0.98,AP_PA,0.068,1,1,0.16
58.9,0,NGCT,1,0,26.3,0.59,0.98,AP_PA,0.068,1,1,0.16
58.9,0,NGCT,1,0,26.3,0.59,0.98,AP_PA,0.068,1,1,0.16
58.9,0,NGCT,1,0,26.3,0.59,0.98,AP_PA,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
86.5,0,NGCT,1,0,26.3,0.59,0.98,CE_IL,0.068,1,1,0.16
