transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
way/26938722-400-132,way/26938722-400,way/26938722-132,400,132,3575,'LINESTRING (-3.73023186 50.47168965, -3.73047102 50.47146721)'
way/26953215-220-132,virtual_way/542553909:0-220,virtual_relation/5466663:0-132,220,132,984,'LINESTRING (12.00612812 55.45137518, 12.00584632 55.45154479)'
way/26953215-400-132,way/26953215-400,virtual_relation/5466663:0-132,400,132,7150,'LINESTRING (12.00624562 55.45159892, 12.00584632 55.45154479)'
way/26953215-400-220,way/26953215-400,virtual_way/542553909:0-220,400,220,7150,'LINESTRING (12.00624562 55.45159892, 12.00612812 55.45137518)'
way/27149550-380-220,way/27149550-380,way/27149550-220,380,220,3397,'LINESTRING (12.94305003 52.56149553, 12.94272473 52.56131278)'
way/27163121-400-275,virtual_way/27163143:0-400,way/27163121-275,400,275,3687,'LINESTRING (-3.16554418 55.89138445, -3.16581445 55.89116277)'
way/27259817-400-225,way/27259817-400,way/27259817-225,400,225,8938,'LINESTRING (5.34296344 43.44703622, 5.34271769 43.44683333)'
way/27332350-275-132,way/27332350-275,way/27332350-132,275,132,2766,'LINESTRING (-3.30871716 55.90245739, -3.30898671 55.90223542)'
way/27435934-220-132,way/27435934-220,virtual_relation/5987507:1-132,220,132,492,'LINESTRING (7.57714969 47.5034314, 7.57687737 47.50323434)'
way/274630377-380-220,way/274630377-380,way/274630377-220,380,220,3397,'LINESTRING (9.38799931 51.64068235, 9.38769546 51.6404901)'
way/276291999-400-220,way/276291999-400,way/276291999-220,400,220,3575,'LINESTRING (16.3563767 50.8531828, 16.35605043 50.85300949)'
way/27668869-220-132,way/27668869-220,way/27668869-132,220,132,492,'LINESTRING (-4.00495738 40.59802844, -4.00520734 40.59816086)'
way/27668869-400-132,way/27668869-400,way/27668869-132,400,132,7150,'LINESTRING (-4.00492922 40.59826232, -4.00520734 40.59816086)'
way/27668869-400-220,way/27668869-400,way/27668869-220,400,220,7150,'LINESTRING (-4.00492922 40.59826232, -4.00495738 40.59802844)'
way/27739871-380-220,way/27739871-380,way/27739871-220,380,220,5095,'LINESTRING (9.12518655 52.53756239, 9.12487772 52.53736948)'
way/27763479-380-220,way/27763479-380,way/27763479-220,380,220,3397,'LINESTRING (14.4740696 48.12466758, 14.47376841 48.12448866)'
way/27795895-380-220,way/27795895-380,way/27795895-220,380,220,6793,'LINESTRING (16.42247798 48.1254218, 16.42216993 48.12524834)'
way/27849030-400-220,way/27849030-400,way/27849030-220,400,220,10725,'LINESTRING (16.69934582 49.11212869, 16.69903039 49.11195615)'
way/278505918-400-150,way/278505918-400,virtual_way/150607911:1-150,400,150,7150,'LINESTRING (19.68619558 65.01921389, 19.68568553 65.01905105)'
way/278968688-400-220,way/278968688-400,virtual_way/278968691:0-220,400,220,5363,'LINESTRING (16.78927912 63.54401847, 16.78881247 63.54384672)'
way/279194469-400-220,way/279194469-400,way/279194469-220,400,220,2458,'LINESTRING (16.78094951 63.63327731, 16.78048144 63.63310552)'
way/27919734-380-220,virtual_way/1117834636:0-380,way/27919734-220,380,220,10189,'LINESTRING (6.70987244 51.09104325, 6.70958348 51.09084421)'
way/27936937-400-220,way/27936937-400,way/27936937-220,400,220,10725,'LINESTRING (-3.44290276 40.25631522, -3.44310795 40.25609273)'
way/27937443-220-132,way/27937443-220,virtual_way/1302963591:0-132,220,132,2458,'LINESTRING (-3.5749005 40.42242917, -3.57510568 40.42220644)'
way/27949649-400-220,way/27949649-400,way/27949649-220,400,220,3575,'LINESTRING (-3.87500896 40.2601298, -3.87521269 40.25990645)'
way/280317944-220-132,way/280317944-220,way/280317944-132,220,132,738,'LINESTRING (-3.47401866 53.24987656, -3.47434117 53.25000783)'
way/280317944-400-132,way/280317944-400,way/280317944-132,400,132,3575,'LINESTRING (-3.47398964 53.25010874, -3.47434117 53.25000783)'
way/280317944-400-220,way/280317944-400,way/280317944-220,400,220,3575,'LINESTRING (-3.47398964 53.25010874, -3.47401866 53.24987656)'
way/28099187-380-220,virtual_relation/395087:1-380,way/28099187-220,380,220,1699,'LINESTRING (13.32566436 50.3469963, 13.3254181 50.34716875)'
way/28099187-400-220,way/28099187-400,way/28099187-220,400,220,19663,'LINESTRING (13.32577458 50.34721891, 13.3254181 50.34716875)'
way/28099187-400-380,way/28099187-400,virtual_relation/395087:1-380,400,380,19663,'LINESTRING (13.32577458 50.34721891, 13.32566436 50.3469963)'
way/281018405-220-132,way/281018405-220,virtual_way/367607437:1-132,220,132,492,'LINESTRING (14.0424191 58.61332049, 14.04203369 58.61314089)'
way/281023714-400-132,way/281023714-400,way/281023714-132,400,132,3575,'LINESTRING (13.72208876 58.53382026, 13.72170584 58.53363974)'
way/281803398-220-150,way/281803398-220,virtual_way/208560300:0-150,220,150,984,'LINESTRING (8.97952732 46.33369385, 8.97925578 46.3335002)'
way/281804158-380-220,way/281804158-380,way/281804158-220,380,220,3397,'LINESTRING (9.21460127 46.34044217, 9.21432884 46.34024912)'
way/281815404-220-150,way/281815404-220,way/281815404-150,220,150,2950,'LINESTRING (8.91234571 46.16211723, 8.91207527 46.16192339)'
way/28194931-275-132,way/28194931-275,way/28194931-132,275,132,1844,'LINESTRING (-2.01344342 52.43134156, -2.01370013 52.43112256)'
way/28276448-400-220,way/28276448-400,virtual_way/261279870:1-220,400,220,5363,'LINESTRING (17.85271342 59.68873669, 17.85229615 59.68856826)'
way/28308003-400-220,way/28308003-400,way/28308003-220,400,220,7150,'LINESTRING (-3.59585206 40.56608771, -3.59605755 40.56586495)'
way/283348372-400-132,way/283348372-400,way/283348372-132,400,132,3575,'LINESTRING (-4.33877446 40.88125698, -4.33897824 40.8810328)'
way/28343429-220-132,way/28343429-220,way/28343429-132,220,132,492,'LINESTRING (-3.48228985 40.44240887, -3.4824954 40.44218633)'
way/28349754-400-220,way/28349754-400,way/28349754-220,400,220,12513,'LINESTRING (13.69668679 50.39622533, 13.6963739 50.39604451)'
way/284182193-400-132,way/284182193-400,way/284182193-132,400,132,3575,'LINESTRING (13.17375907 57.47096687, 13.17339003 57.47078483)'
way/28468576-400-220,way/28468576-400,way/28468576-220,400,220,7150,'LINESTRING (14.76866888 50.14317707, 14.7683536 50.14299919)'
way/28475691-400-220,way/28475691-400,way/28475691-220,400,220,5363,'LINESTRING (15.11263508 50.65782754, 15.11231494 50.65765068)'
way/28477054-380-220,virtual_relation/965662:1-380,way/28477054-220,380,220,1699,'LINESTRING (13.33525432 49.58952076, 13.33501185 49.58969326)'
way/28477054-400-220,way/28477054-400,way/28477054-220,400,220,3575,'LINESTRING (13.33536273 49.58974342, 13.33501185 49.58969326)'
way/28477054-400-380,way/28477054-400,virtual_relation/965662:1-380,400,380,3575,'LINESTRING (13.33536273 49.58974342, 13.33525432 49.58952076)'
way/284874050-400-275,way/284874050-400,way/284874050-275,400,275,3575,'LINESTRING (-3.67246466 55.43736455, -3.67272942 55.43714189)'
way/28491137-220-132,way/28491137-220,virtual_way/262715889:0-132,220,132,984,'LINESTRING (-3.64409459 40.16310199, -3.64429885 40.16287908)'
way/28625556-400-220,way/28625556-400,way/28625556-220,400,220,7150,'LINESTRING (17.49937139 49.50375613, 17.49905045 49.50358594)'
way/28648202-220-132,way/28648202-220,way/28648202-132,220,132,984,'LINESTRING (-0.53781272 38.39708174, -0.53802239 38.39686492)'
way/28683005-220-132,virtual_way/399239543:0-220,virtual_way/204049673:1-132,220,132,1475,'LINESTRING (-3.90402471 40.34844717, -3.90427338 40.34857993)'
way/28683005-400-132,way/28683005-400,virtual_way/204049673:1-132,400,132,5363,'LINESTRING (-3.90399615 40.3486811, -3.90427338 40.34857993)'
way/28683005-400-220,way/28683005-400,virtual_way/399239543:0-220,400,220,5363,'LINESTRING (-3.90399615 40.3486811, -3.90402471 40.34844717)'
way/28691559-400-132,way/28691559-400,way/28691559-132,400,132,3575,'LINESTRING (0.44869654 50.88139814, 0.44843631 50.88118448)'
way/286955409-400-220,way/286955409-400,way/286955409-220,400,220,5363,'LINESTRING (25.34761708 66.26896447, 25.34704753 66.26882031)'
way/287685850-420-300,way/287685850-420,way/287685850-300,420,300,5631,'LINESTRING (10.41994384 63.32697602, 10.41951992 63.32678589)'
way/287753969-400-132,way/287753969-400,virtual_way/344151644:0-132,400,132,5363,'LINESTRING (19.8250381 66.88198824, 19.82448862 66.88182576)'
way/289178949-220-132,way/289178949-220,way/289178949-132,220,132,492,'LINESTRING (11.00613739 45.42855358, 11.00586326 45.42836502)'
way/28956649-380-220,way/28956649-380,way/28956649-220,380,220,3397,'LINESTRING (12.08235329 49.29783981, 12.08205369 49.29765451)'
way/290070913-145-132,way/290070913-145,virtual_way/30628884:0-132,145,132,324,'LINESTRING (13.52439858 60.0441385, 13.52399944 60.04395735)'
way/290360704-300-132,way/290360704-300,way/290360704-132,300,132,2011,'LINESTRING (9.08168142 61.88135666, 9.08128535 61.8811631)'
way/29077623-380-220,way/29077623-380,way/29077623-220,380,220,5095,'LINESTRING (7.05988195 51.69643183, 7.05958771 51.69623367)'
way/29088787-400-225,way/29088787-400,way/29088787-225,400,225,10725,'LINESTRING (2.6624174 48.90445685, 2.6621575 48.90424814)'
way/29111844-400-132,way/29111844-400,way/29111844-132,400,132,3575,'LINESTRING (0.5666067 51.59388629, 0.56634218 51.59367287)'
way/291666290-220-132,way/291666290-220,way/291666290-132,220,132,1967,'LINESTRING (-4.07812911 43.35709193, -4.07834082 43.35686854)'
way/291703253-380-220,way/291703253-380,way/291703253-220,380,220,3397,'LINESTRING (9.81106863 47.14312232, 9.81078989 47.14293087)'
way/292470578-275-132,way/292470578-275,way/292470578-132,275,132,922,'LINESTRING (-2.15042806 51.39339471, -2.15073258 51.39352982)'
way/292470578-400-132,way/292470578-400,way/292470578-132,400,132,8938,'LINESTRING (-2.1503922 51.3936267, -2.15073258 51.39352982)'
way/292470578-400-275,way/292470578-400,way/292470578-275,400,275,8938,'LINESTRING (-2.1503922 51.3936267, -2.15042806 51.39339471)'
way/292471784-400-132,way/292471784-400,way/292471784-132,400,132,1788,'LINESTRING (-2.67008421 51.53687451, -2.67033327 51.53665419)'
way/293484891-400-220,way/293484891-400,way/293484891-220,400,220,17875,'LINESTRING (19.32901957 51.31619503, 19.32867874 51.31603045)'
way/294002018-225-150,way/294002018-225,way/294002018-150,225,150,2514,'LINESTRING (0.39264633 43.113078, 0.39241914 43.11286386)'
way/29420322-220-155,way/29420322-220,way/29420322-155,220,155,492,'LINESTRING (8.06020775 53.62022438, 8.059896 53.62002874)'
way/29472852-380-220,way/29472852-380,way/29472852-220,380,220,1699,'LINESTRING (7.72607103 52.27716204, 7.72577011 52.27696556)'
way/295444099-420-300,way/295444099-420,way/295444099-300,420,300,3754,'LINESTRING (11.1337419 60.00605492, 11.13335631 60.0058671)'
way/295657862-275-132,way/295657862-275,way/295657862-132,275,132,1844,'LINESTRING (-3.8323628 51.61709268, -3.83260668 51.61686999)'
way/296141722-220-132,way/296141722-220,way/296141722-132,220,132,984,'LINESTRING (8.46731918 44.31930225, 8.46705901 44.31910707)'
way/296229069-420-300,way/296229069-420,way/296229069-300,420,300,7508,'LINESTRING (8.41194767 60.57447479, 8.41157118 60.57427962)'
way/297840585-400-220,way/297840585-400,way/297840585-220,400,220,3575,'LINESTRING (-4.89471193 55.71791699, -4.89506025 55.71804399)'
way/299287342-220-132,way/299287342-220,way/299287342-132,220,132,492,'LINESTRING (-0.18518713 38.9826939, -0.18539951 38.98247793)'
way/299750661-400-220,way/299750661-400,way/299750661-220,400,220,7150,'LINESTRING (17.57935534 64.9648084, 17.57885924 64.96463897)'
way/301158539-400-380,virtual_relation/3732382:a:0-400,way/301158539-380,400,380,3575,'LINESTRING (9.19758039 54.85084914, 9.19725402 54.85065641)'
way/30350721-380-220,virtual_way/397966973:1-380,way/30350721-220,380,220,1699,'LINESTRING (7.86223842 47.47232561, 7.86196518 47.47212925)'
way/305192122-220-150,virtual_way/129977069:1-220,way/305192122-150,220,150,984,'LINESTRING (8.83889165 46.43854331, 8.83872714 46.43865384)'
way/305192122-380-150,virtual_relation/5609696:d:1-380,way/305192122-150,380,150,3397,'LINESTRING (8.83909429 46.43861761, 8.83872714 46.43865384)'
way/305192122-380-220,virtual_relation/5609696:d:1-380,virtual_way/129977069:1-220,380,220,3397,'LINESTRING (8.83909429 46.43861761, 8.83889165 46.43854331)'
way/30622610-380-220,way/30622610-380,way/30622610-220,380,220,8491,'LINESTRING (9.20171782 53.89635955, 9.20139882 53.89616684)'
way/30645298-380-150,way/30645298-380,way/30645298-150,380,150,6793,'LINESTRING (15.53980146 41.50090385, 15.53953173 41.50072671)'
way/307323708-300-132,way/307323708-300,way/307323708-132,300,132,3017,'LINESTRING (6.11125846 60.65647348, 6.11089481 60.65627238)'
way/308181656-380-150,way/308181656-380,way/308181656-150,380,150,8491,'LINESTRING (4.6792592 52.47299872, 4.67897067 52.47279474)'
way/30930911-275-132,way/30930911-275,way/30930911-132,275,132,5531,'LINESTRING (-2.84807735 53.46916232, -2.84833539 53.46894152)'
way/30949850-220-132,way/30949850-220,way/30949850-132,220,132,1967,'LINESTRING (12.20400792 45.470998, 12.20372949 45.4708126)'
way/31015820-275-132,way/31015820-275,way/31015820-132,275,132,922,'LINESTRING (-0.16992966 51.52746683, -0.17022894 51.52760715)'
way/31015820-400-132,way/31015820-400,way/31015820-132,400,132,7150,'LINESTRING (-0.16988373 51.52769826, -0.17022894 51.52760715)'
way/31015820-400-275,way/31015820-400,way/31015820-275,400,275,7150,'LINESTRING (-0.16988373 51.52769826, -0.16992966 51.52746683)'
way/310502642-275-132,way/310502642-275,virtual_way/69195521:1-132,275,132,1844,'LINESTRING (-1.53152135 55.14111007, -1.53157557 55.14129786)'
way/310502642-400-132,way/310502642-400,virtual_way/69195521:1-132,400,132,1788,'LINESTRING (-1.5311926 55.14114045, -1.53157557 55.14129786)'
way/310502642-400-275,way/310502642-400,way/310502642-275,400,275,1844,'LINESTRING (-1.5311926 55.14114045, -1.53152135 55.14111007)'
way/31110032-220-132,way/31110032-220,virtual_way/401275579:0-132,220,132,1967,'LINESTRING (-1.84236328 43.30496076, -1.84262037 43.30509815)'
way/31110032-225-132,virtual_relation/8481942:a:0-225,virtual_way/401275579:0-132,225,132,503,'LINESTRING (-1.84232699 43.3051936, -1.84262037 43.30509815)'
way/31110032-225-220,virtual_relation/8481942:a:0-225,way/31110032-220,225,220,1967,'LINESTRING (-1.84232699 43.3051936, -1.84236328 43.30496076)'
way/31131320-380-220,way/31131320-380,virtual_way/286319128:1-220,380,220,5095,'LINESTRING (9.80154788 47.65306217, 9.80126643 47.65287074)'
way/312728271-400-225,way/312728271-400,way/312728271-225,400,225,5363,'LINESTRING (2.80387556 42.73227859, 2.80357842 42.73219654)'
way/31367940-380-220,way/31367940-380,way/31367940-220,380,220,5095,'LINESTRING (8.25955068 47.63432872, 8.2592751 47.63413338)'
way/313715056-400-132,way/313715056-400,way/313715056-132,400,132,3575,'LINESTRING (-0.08223544 51.52117576, -0.08249656 51.52096092)'
way/315213320-275-132,way/315213320-275,way/315213320-132,275,132,3687,'LINESTRING (-2.6881017 53.37097583, -2.68836003 53.37075537)'
way/31545125-275-132,way/31545125-275,way/31545125-132,275,132,922,'LINESTRING (-1.96163114 52.55283205, -1.96194348 52.5529675)'
way/31545125-400-132,way/31545125-400,way/31545125-132,400,132,1788,'LINESTRING (-1.96159412 52.55306395, -1.96194348 52.5529675)'
way/31545125-400-275,way/31545125-400,way/31545125-275,400,275,1788,'LINESTRING (-1.96159412 52.55306395, -1.96163114 52.55283205)'
way/315965848-275-132,way/315965848-275,way/315965848-132,275,132,922,'LINESTRING (-1.25508945 52.86342707, -1.25540184 52.86356437)'
way/315965848-400-132,way/315965848-400,way/315965848-132,400,132,7150,'LINESTRING (-1.25504861 52.86365878, -1.25540184 52.86356437)'
way/315965848-400-275,way/315965848-400,way/315965848-275,400,275,7150,'LINESTRING (-1.25504861 52.86365878, -1.25508945 52.86342707)'
way/318502246-225-150,way/318502246-225,way/318502246-150,225,150,2011,'LINESTRING (4.50318456 46.74701657, 4.50292775 46.74716922)'
way/318502246-400-150,way/318502246-400,way/318502246-150,400,150,3575,'LINESTRING (4.50324886 46.74724631, 4.50292775 46.74716922)'
way/318502246-400-225,way/318502246-400,way/318502246-225,400,225,3575,'LINESTRING (4.50324886 46.74724631, 4.50318456 46.74701657)'
way/32002039-380-150,way/32002039-380,virtual_way/88172034:1-150,380,150,5095,'LINESTRING (4.62946633 51.1959851, 4.62918574 51.19578101)'
way/32036484-400-220,way/32036484-400,way/32036484-220,400,220,7150,'LINESTRING (16.77949802 52.36888744, 16.77915864 52.36871549)'
way/32076853-380-220,way/32076853-380,way/32076853-220,380,220,5095,'LINESTRING (8.47486098 53.4286985, 8.47454872 53.42850392)'
way/32196554-400-225,way/32196554-400,way/32196554-225,400,225,10725,'LINESTRING (7.55592906 47.90720207, 7.55565472 47.90700499)'
way/32227788-400-132,way/32227788-400,way/32227788-132,400,132,3575,'LINESTRING (1.27239772 52.57413191, 1.27212444 52.57392003)'
way/325545118-300-132,way/325545118-300,way/325545118-132,300,132,1006,'LINESTRING (9.60896787 59.12909443, 9.60860031 59.12890256)'
way/32604320-275-132,way/32604320-275,way/32604320-132,275,132,922,'LINESTRING (0.15519481 51.43228971, 0.15489721 51.43243088)'
way/32604320-400-132,way/32604320-400,way/32604320-132,400,132,1788,'LINESTRING (0.15524233 51.43252103, 0.15489721 51.43243088)'
way/32604320-400-275,way/32604320-400,way/32604320-275,400,275,1788,'LINESTRING (0.15524233 51.43252103, 0.15519481 51.43228971)'
way/327268322-400-220,way/327268322-400,way/327268322-220,400,220,3575,'LINESTRING (-2.31222654 37.07107515, -2.31242735 37.07085439)'
way/32796576-400-132,way/32796576-400,way/32796576-132,400,132,8938,'LINESTRING (-1.07730158 51.33617262, -1.07755713 51.33595565)'
way/32809758-275-132,way/32809758-275,way/32809758-132,275,132,1844,'LINESTRING (-4.01106479 56.70722101, -4.01133537 56.70699752)'
way/32843531-380-220,way/32843531-380,way/32843531-220,380,220,6793,'LINESTRING (12.51860411 51.15691924, 12.51829065 51.15673526)'
way/329277804-220-132,way/329277804-220,way/329277804-132,220,132,590,'LINESTRING (-3.31350002 40.54116174, -3.31370641 40.54093955)'
way/32943179-400-220,way/32943179-400,way/32943179-220,400,220,3575,'LINESTRING (14.89636071 53.35490584, 14.89602106 53.35472857)'
way/32966636-380-220,way/32966636-380,way/32966636-220,380,220,1699,'LINESTRING (8.64173494 48.89035458, 8.64145102 48.89016029)'
way/33169401-380-220,way/33169401-380,virtual_way/971780154:a:0-220,380,220,6793,'LINESTRING (11.72765383 52.56880756, 11.72733359 52.56862152)'
